"time","territoryFullName","territoryName","territoryKey","totalMandates","availableMandates","numParishes","numParishesApproved","blankVotes","blankVotesPercentage","nullVotes","nullVotesPercentage","votersPercentage","subscribedVoters","totalVoters","pre.totalMandates","pre.availableMandates","pre.blankVotes","pre.blankVotesPercentage","pre.nullVotes","pre.nullVotesPercentage","pre.votersPercentage","pre.subscribedVoters","pre.totalVoters","Council","District"
"2019-12-03 11:13:36","União de freguesias de Avelãs de Ambom e Rocamondo","Avelãs de Ambom e Rocamondo","LOCAL-090761",NA,0,1,1,1,1,1,1,67.11,149,100,NA,0,5,5.05,1,1.01,61.49,161,99,"Guarda","Guarda"
"2019-12-03 11:13:36","União de freguesias de Corujeira e Trinta","Corujeira e Trinta","LOCAL-090762",NA,0,1,1,3,1.05,13,4.53,53.05,541,287,NA,0,3,0.91,12,3.64,51.56,640,330,"Guarda","Guarda"
"2019-12-03 11:13:36","União de freguesias de Mizarela, Pêro Soares e Vila Soeiro","Mizarela, Pêro Soares e Vila Soeiro","LOCAL-090763",NA,0,1,1,2,1.5,3,2.26,55.65,239,133,NA,0,3,1.86,6,3.73,55.52,290,161,"Guarda","Guarda"
"2019-12-03 11:13:36","União de freguesias de Pousade e Albardo","Pousade e Albardo","LOCAL-090764",NA,0,1,1,5,3.27,4,2.61,55.64,275,153,NA,0,5,2.69,5,2.69,56.19,331,186,"Guarda","Guarda"
"2019-12-03 11:13:36","União de freguesias de Rochoso e Monte Margarida","Rochoso e Monte Margarida","LOCAL-090765",NA,0,1,1,2,1.36,6,4.08,50.69,290,147,NA,0,1,0.6,3,1.8,51.23,326,167,"Guarda","Guarda"
"2019-12-03 11:13:36","Adão","Adão","LOCAL-090766",NA,0,1,1,7,4.52,3,1.94,50.49,307,155,NA,0,4,2.27,4,2.27,52.07,338,176,"Guarda","Guarda"
"2019-12-03 11:13:36","Sameiro","Sameiro","LOCAL-090801",NA,0,1,1,7,3.91,5,2.79,47.61,376,179,NA,0,7,3.29,1,0.47,51.95,410,213,"Manteigas","Guarda"
"2019-12-03 11:13:36","Manteigas (Santa Maria)","Manteigas (Santa Maria)","LOCAL-090802",NA,0,1,1,15,2.11,15,2.11,51.26,1389,712,NA,0,11,1.38,15,1.89,52.54,1513,795,"Manteigas","Guarda"
"2019-12-03 11:13:36","Manteigas (São Pedro)","Manteigas (São Pedro)","LOCAL-090803",NA,0,1,1,13,2.09,18,2.89,51.07,1218,622,NA,0,10,1.42,22,3.12,53.33,1322,705,"Manteigas","Guarda"
"2019-12-03 11:13:36","Vale de Amoreira","Vale de Amoreira","LOCAL-090804",NA,0,1,1,2,1.79,3,2.68,38.62,290,112,NA,0,3,2.46,5,4.1,39.1,312,122,"Manteigas","Guarda"
"2019-12-03 11:13:36","Aveloso","Aveloso","LOCAL-090901",NA,0,1,1,1,1.37,4,5.48,35.44,206,73,NA,0,0,0,1,1.18,34.41,247,85,"Mêda","Guarda"
"2019-12-03 11:13:36","Barreira","Barreira","LOCAL-090902",NA,0,1,1,1,1.05,5,5.26,43.78,217,95,NA,0,2,1.85,2,1.85,47.79,226,108,"Mêda","Guarda"
"2019-12-03 11:13:36","Coriscada","Coriscada","LOCAL-090905",NA,0,1,1,1,0.93,0,0,54.31,197,107,NA,0,3,2.48,5,4.13,56.54,214,121,"Mêda","Guarda"
"2019-12-03 11:13:36","Longroiva","Longroiva","LOCAL-090907",NA,0,1,1,1,0.81,6,4.84,41.2,301,124,NA,0,5,3.16,6,3.8,47.16,335,158,"Mêda","Guarda"
"2019-12-03 11:13:36","Marialva","Marialva","LOCAL-090908",NA,0,1,1,1,0.82,3,2.46,43.11,283,122,NA,0,4,2.72,5,3.4,46.82,314,147,"Mêda","Guarda"
"2019-12-03 11:13:36","Poço do Canto","Poço do Canto","LOCAL-090912",NA,0,1,1,5,2.39,6,2.87,45.73,457,209,NA,0,6,2.3,4,1.53,52.73,495,261,"Mêda","Guarda"
"2019-12-03 11:13:36","Rabaçal","Rabaçal","LOCAL-090914",NA,0,1,1,1,0.87,3,2.61,44.23,260,115,NA,0,3,2.01,0,0,50.34,296,149,"Mêda","Guarda"
"2019-12-03 11:13:36","Ranhados","Ranhados","LOCAL-090915",NA,0,1,1,1,0.79,3,2.36,38.72,328,127,NA,0,1,0.69,2,1.39,39.56,364,144,"Mêda","Guarda"
"2019-12-03 11:13:36","Mêda, Outeiro de Gatos e Fonte Longa","Mêda, Outeiro de Gatos e Fonte Longa","LOCAL-090917",NA,0,1,1,25,2.14,38,3.25,50.19,2329,1169,NA,0,33,2.59,42,3.3,53.06,2401,1274,"Mêda","Guarda"
"2019-12-03 11:13:36","Prova e Casteição","Prova e Casteição","LOCAL-090918",NA,0,1,1,4,2.21,3,1.66,47.38,382,181,NA,0,6,3.43,2,1.14,43.64,401,175,"Mêda","Guarda"
"2019-12-03 11:13:36","União das freguesias de Vale Flor, Carvalhal e Pai Penela","Vale Flor, Carvalhal e Pai Penela","LOCAL-090919",NA,0,1,1,6,4.14,9,6.21,40.96,354,145,NA,0,0,0,10,5.78,44.36,390,173,"Mêda","Guarda"
"2019-12-03 11:13:36","Ervedosa","Ervedosa","LOCAL-091009",NA,0,1,1,7,9.21,1,1.32,45.78,166,76,NA,0,2,2.02,5,5.05,51.83,191,99,"Pinhel","Guarda"
"2019-12-03 11:13:36","Freixedas","Freixedas","LOCAL-091010",NA,0,1,1,12,3.69,11,3.38,37.19,874,325,NA,0,9,2.08,7,1.62,44.49,971,432,"Pinhel","Guarda"
"2019-12-03 11:13:36","Lamegal","Lamegal","LOCAL-091012",NA,0,1,1,7,5.04,4,2.88,53.26,261,139,NA,0,2,1.21,4,2.42,54.1,305,165,"Pinhel","Guarda"
"2019-12-03 11:13:36","Lameiras","Lameiras","LOCAL-091013",NA,0,1,1,4,2.96,4,2.96,51.14,264,135,NA,0,3,1.76,6,3.53,52.47,324,170,"Pinhel","Guarda"
"2019-12-03 11:13:36","Manigoto","Manigoto","LOCAL-091014",NA,0,1,1,1,1.1,5,5.49,42.72,213,91,NA,0,5,5,3,3,47.17,212,100,"Pinhel","Guarda"
"2019-12-03 11:13:36","Pala","Pala","LOCAL-091015",NA,0,1,1,8,3.88,5,2.43,33.72,611,206,NA,0,11,3.93,6,2.14,42.3,662,280,"Pinhel","Guarda"
"2019-12-03 11:13:36","Pinhel","Pinhel","LOCAL-091017",NA,0,1,1,44,2.89,35,2.3,46.64,3261,1521,NA,0,20,1.21,41,2.49,51.23,3217,1648,"Pinhel","Guarda"
"2019-12-03 11:13:36","Pínzio","Pínzio","LOCAL-091018",NA,0,1,1,4,1.96,5,2.45,53.13,384,204,NA,0,5,2.17,11,4.78,53.74,428,230,"Pinhel","Guarda"
"2019-12-03 11:13:36","Souro Pires","Souro Pires","LOCAL-091024",NA,0,1,1,4,2.37,6,3.55,28.79,587,169,NA,0,2,0.79,7,2.77,41.61,608,253,"Pinhel","Guarda"
"2019-12-03 11:13:36","Vascoveiro","Vascoveiro","LOCAL-091027",NA,0,1,1,4,4.21,3,3.16,46.12,206,95,NA,0,3,2.56,4,3.42,55.98,209,117,"Pinhel","Guarda"
"2019-12-03 11:13:36","Agregação das freguesias Sul de Pinhel","Agregação das freguesias Sul de Pinhel","LOCAL-091028",NA,0,1,1,5,2.37,14,6.64,50.48,418,211,NA,0,5,1.92,10,3.83,56.99,458,261,"Pinhel","Guarda"
"2019-12-03 11:13:36","Alto do Palurdo","Alto do Palurdo","LOCAL-091032",NA,0,1,1,0,0,3,2.29,49.25,266,131,NA,0,1,0.71,0,0,48.95,286,140,"Pinhel","Guarda"
"2019-12-03 11:13:36","Alverca da Beira/Bouça Cova","Alverca da Beira/Bouça Cova","LOCAL-091029",NA,0,1,1,3,1.28,7,2.98,43.28,543,235,NA,0,6,1.99,7,2.33,50,602,301,"Pinhel","Guarda"
"2019-12-03 11:13:36","Terras de Massueime","Terras de Massueime","LOCAL-091030",NA,0,1,1,1,0.85,4,3.39,41.4,285,118,NA,0,3,2.14,5,3.57,45.31,309,140,"Pinhel","Guarda"
"2019-12-03 11:13:36","União das freguesias de Atalaia e Safurdão","Atalaia e Safurdão","LOCAL-091035",NA,0,1,1,7,5,5,3.57,61.14,229,140,NA,0,4,2.4,1,0.6,63.5,263,167,"Pinhel","Guarda"
"2019-12-03 11:13:36","Valbom/Bogalhal","Valbom/Bogalhal","LOCAL-091031",NA,0,1,1,5,4.1,3,2.46,47.66,256,122,NA,0,6,4.05,1,0.68,50,296,148,"Pinhel","Guarda"
"2019-12-03 11:13:36","Vale do Côa","Vale do Côa","LOCAL-091033",NA,0,1,1,1,0.94,1,0.94,49.3,215,106,NA,0,1,0.7,1,0.7,57.03,249,142,"Pinhel","Guarda"
"2019-12-03 11:13:36","Vale do Massueime","Vale do Massueime","LOCAL-091034",NA,0,1,1,6,4.35,7,5.07,46.62,296,138,NA,0,6,3.28,11,6.01,55.62,329,183,"Pinhel","Guarda"
"2019-12-03 11:13:36","Águas Belas","Águas Belas","LOCAL-091101",NA,0,1,1,2,2.06,3,3.09,44.29,219,97,NA,0,0,0,4,3.74,41.31,259,107,"Sabugal","Guarda"
"2019-12-03 11:13:36","Aldeia do Bispo","Aldeia do Bispo","LOCAL-091102",NA,0,1,1,3,2.21,4,2.94,53.54,254,136,NA,0,5,3.57,6,4.29,50.36,278,140,"Sabugal","Guarda"
"2019-12-03 11:13:36","Aldeia da Ponte","Aldeia da Ponte","LOCAL-091103",NA,0,1,1,3,1.88,4,2.5,45.07,355,160,NA,0,2,1.2,1,0.6,43.57,381,166,"Sabugal","Guarda"
"2019-12-03 11:13:36","Aldeia Velha","Aldeia Velha","LOCAL-091106",NA,0,1,1,1,0.52,4,2.08,45.82,419,192,NA,0,2,0.89,9,4,47.07,478,225,"Sabugal","Guarda"
"2019-12-03 11:13:36","Alfaiates","Alfaiates","LOCAL-091107",NA,0,1,1,4,2.82,13,9.15,35.32,402,142,NA,0,7,4.64,4,2.65,35.12,430,151,"Sabugal","Guarda"
"2019-12-03 11:13:36","Baraçal","Baraçal","LOCAL-091109",NA,0,1,1,7,8.05,0,0,44.85,194,87,NA,0,4,4.12,0,0,45.33,214,97,"Sabugal","Guarda"
"2019-12-03 11:13:36","Bendada","Bendada","LOCAL-091110",NA,0,1,1,5,1.69,6,2.03,52.76,561,296,NA,0,2,0.61,6,1.82,53.67,613,329,"Sabugal","Guarda"
"2019-12-03 11:13:36","Bismula","Bismula","LOCAL-091111",NA,0,1,1,4,5.71,6,8.57,33.33,210,70,NA,0,2,2.53,1,1.27,32.51,243,79,"Sabugal","Guarda"
"2019-12-03 11:13:36","Casteleiro","Casteleiro","LOCAL-091112",NA,0,1,1,6,3.95,11,7.24,45.51,334,152,NA,0,4,2.31,9,5.2,44.94,385,173,"Sabugal","Guarda"
"2019-12-03 11:13:36","Cerdeira","Cerdeira","LOCAL-091113",NA,0,1,1,11,10.89,0,0,51.53,196,101,NA,0,4,3.33,1,0.83,55.56,216,120,"Sabugal","Guarda"
"2019-12-03 11:13:36","Fóios","Fóios","LOCAL-091114",NA,0,1,1,6,3.87,3,1.94,50.32,308,155,NA,0,9,5.29,3,1.76,49.13,346,170,"Sabugal","Guarda"
"2019-12-03 11:13:36","Malcata","Malcata","LOCAL-091118",NA,0,1,1,1,7.69,0,0,3.21,405,13,NA,0,4,2.53,3,1.9,36.24,436,158,"Sabugal","Guarda"
"2019-12-03 11:13:36","Nave","Nave","LOCAL-091120",NA,0,1,1,4,3.92,0,0,35.66,286,102,NA,0,4,3.54,3,2.65,34.45,328,113,"Sabugal","Guarda"
"2019-12-03 11:13:36","Quadrazais","Quadrazais","LOCAL-091123",NA,0,1,1,3,1.53,2,1.02,31.66,619,196,NA,0,1,0.47,5,2.34,32.72,654,214,"Sabugal","Guarda"
"2019-12-03 11:13:36","Quintas de São Bartolomeu","Quintas de São Bartolomeu","LOCAL-091124",NA,0,1,1,1,1.14,1,1.14,34.65,254,88,NA,0,2,1.87,1,0.93,37.81,283,107,"Sabugal","Guarda"
"2019-12-03 11:13:36","Rapoula do Côa","Rapoula do Côa","LOCAL-091125",NA,0,1,1,6,5.71,3,2.86,50.72,207,105,NA,0,3,3.09,4,4.12,41.1,236,97,"Sabugal","Guarda"
"2019-12-03 11:13:36","Rebolosa","Rebolosa","LOCAL-091126",NA,0,1,1,2,1.64,2,1.64,47.29,258,122,NA,0,3,2.27,2,1.52,47.31,279,132,"Sabugal","Guarda"
"2019-12-03 11:13:36","Rendo","Rendo","LOCAL-091127",NA,0,1,1,0,0,3,2.54,37.82,312,118,NA,0,2,1.34,4,2.68,40.6,367,149,"Sabugal","Guarda"
"2019-12-03 11:13:36","Sortelha","Sortelha","LOCAL-091133",NA,0,1,1,3,1.71,3,1.71,41.08,426,175,NA,0,1,0.48,4,1.92,42.11,494,208,"Sabugal","Guarda"
"2019-12-03 11:13:36","Souto","Souto","LOCAL-091134",NA,0,1,1,13,2.71,15,3.13,41.81,1148,480,NA,0,12,2.12,20,3.53,46.02,1232,567,"Sabugal","Guarda"
"2019-12-03 11:13:36","Vale de Espinho","Vale de Espinho","LOCAL-091136",NA,0,1,1,2,1.47,8,5.88,28.51,477,136,NA,0,3,1.85,4,2.47,29.51,549,162,"Sabugal","Guarda"
"2019-12-03 11:13:36","Vila Boa","Vila Boa","LOCAL-091138",NA,0,1,1,7,5.69,0,0,39.55,311,123,NA,0,5,3.62,2,1.45,39.32,351,138,"Sabugal","Guarda"
"2019-12-03 11:13:36","Vila do Touro","Vila do Touro","LOCAL-091139",NA,0,1,1,0,0,3,3.03,51.56,192,99,NA,0,2,1.71,3,2.56,52.23,224,117,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos","Aldeia da Ribeira, Vilar Maior e Badamalos","LOCAL-091141",NA,0,1,1,4,2.47,8,4.94,42.3,383,162,NA,0,8,4.44,6,3.33,39.82,452,180,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias de Lajeosa e Forcalhos","Lajeosa e Forcalhos","LOCAL-091142",NA,0,1,1,7,7.69,2,2.2,34.47,264,91,NA,0,2,1.56,3,2.34,38.79,330,128,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba","Pousafoles do Bispo, Pena Lobo e Lomba","LOCAL-091143",NA,0,1,1,2,0.87,6,2.6,53.23,434,231,NA,0,5,1.81,10,3.61,54.31,510,277,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias de Ruvina, Ruivós e Vale das Éguas","Ruvina, Ruivós e Vale das Éguas","LOCAL-091144",NA,0,1,1,2,1.64,1,0.82,46.74,261,122,NA,0,4,2.86,1,0.71,44.87,312,140,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias do Sabugal e Aldeia de Santo António","Sabugal e Aldeia de Santo António","LOCAL-091145",NA,0,1,1,28,2.19,26,2.04,47.23,2704,1277,NA,0,23,1.7,17,1.26,48.93,2767,1354,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias de Santo Estêvão e Moita","Santo Estêvão e Moita","LOCAL-091146",NA,0,1,1,4,2.35,7,4.12,38.2,445,170,NA,0,5,2.29,6,2.75,43.43,502,218,"Sabugal","Guarda"
"2019-12-03 11:13:36","União das freguesias de Seixo do Côa e Vale Longo","Seixo do Côa e Vale Longo","LOCAL-091147",NA,0,1,1,2,1.48,1,0.74,43.41,311,135,NA,0,4,2.55,6,3.82,43.98,357,157,"Sabugal","Guarda"
"2019-12-03 11:13:36","Alvoco da Serra","Alvoco da Serra","LOCAL-091201",NA,0,1,1,3,1.2,6,2.41,55.96,445,249,NA,0,8,2.76,7,2.41,55.45,523,290,"Seia","Guarda"
"2019-12-03 11:13:36","Girabolhos","Girabolhos","LOCAL-091205",NA,0,1,1,4,2.61,5,3.27,41.69,367,153,NA,0,0,0,0,0,38.81,438,170,"Seia","Guarda"
"2019-12-03 11:13:36","Loriga","Loriga","LOCAL-091207",NA,0,1,1,12,2.29,7,1.34,56.79,921,523,NA,0,15,2.53,9,1.52,57.28,1037,594,"Seia","Guarda"
"2019-12-03 11:13:36","Paranhos","Paranhos","LOCAL-091208",NA,0,1,1,8,1.28,22,3.51,46.83,1339,627,NA,0,11,1.59,18,2.61,47.62,1449,690,"Seia","Guarda"
"2019-12-03 11:13:36","Pinhanços","Pinhanços","LOCAL-091209",NA,0,1,1,13,4.13,14,4.44,48.31,652,315,NA,0,16,4.01,7,1.75,57.49,694,399,"Seia","Guarda"
"2019-12-03 11:13:36","Sabugueiro","Sabugueiro","LOCAL-091210",NA,0,1,1,8,3.69,9,4.15,57.41,378,217,NA,0,9,3.53,8,3.14,63.28,403,255,"Seia","Guarda"
"2019-12-03 11:13:36","Sandomil","Sandomil","LOCAL-091212",NA,0,1,1,16,3.4,14,2.97,62.88,749,471,NA,0,5,0.98,10,1.95,60.81,842,512,"Seia","Guarda"
"2019-12-03 11:13:36","Santa Comba","Santa Comba","LOCAL-091213",NA,0,1,1,17,4.51,17,4.51,52.36,720,377,NA,0,11,2.7,7,1.72,51.07,797,407,"Seia","Guarda"
"2019-12-03 11:13:36","Santiago","Santiago","LOCAL-091216",NA,0,1,1,24,3.86,12,1.93,57.82,1074,621,NA,0,21,3.23,14,2.15,57.37,1133,650,"Seia","Guarda"
"2019-12-03 11:13:36","Sazes da Beira","Sazes da Beira","LOCAL-091219",NA,0,1,1,2,1.61,2,1.61,47.33,262,124,NA,0,5,3.65,4,2.92,46.92,292,137,"Seia","Guarda"
"2019-12-03 11:13:36","Teixeira","Teixeira","LOCAL-091221",NA,0,1,1,2,1.69,2,1.69,63.44,186,118,NA,0,2,1.55,1,0.78,60.85,212,129,"Seia","Guarda"
"2019-12-03 11:13:36","Travancinha","Travancinha","LOCAL-091224",NA,0,1,1,7,3.08,10,4.41,56.33,403,227,NA,0,9,3.9,5,2.16,52.86,437,231,"Seia","Guarda"
"2019-12-03 11:13:36","Valezim","Valezim","LOCAL-091225",NA,0,1,1,9,5.42,3,1.81,61.03,272,166,NA,0,3,1.59,4,2.12,60.77,311,189,"Seia","Guarda"
"2019-12-03 11:13:36","Vila Cova à Coelheira","Vila Cova à Coelheira","LOCAL-091228",NA,0,1,1,8,3.69,3,1.38,60.78,357,217,NA,0,3,1.32,3,1.32,56.61,401,227,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Carragozela e Várzea de Meruge","Carragozela e Várzea de Meruge","LOCAL-091230",NA,0,1,1,14,4.19,8,2.4,64.98,514,334,NA,0,4,1.08,6,1.62,67.4,549,370,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Sameice e Santa Eulália","Sameice e Santa Eulália","LOCAL-091231",NA,0,1,1,11,3.21,9,2.62,63.28,542,343,NA,0,8,2.19,9,2.46,59.61,614,366,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Santa Marinha e São Martinho","Santa Marinha e São Martinho","LOCAL-091232",NA,0,1,1,34,4.4,17,2.2,52.02,1486,773,NA,0,28,3.29,22,2.58,51.29,1661,852,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Seia, São Romão e Lapa dos Dinheiros","Seia, São Romão e Lapa dos Dinheiros","LOCAL-091233",NA,0,1,1,132,3.04,119,2.75,51.8,8369,4335,NA,0,93,2,76,1.64,52.6,8829,4644,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Torrozelo e Folhadosa","Torrozelo e Folhadosa","LOCAL-091234",NA,0,1,1,11,2.64,21,5.04,58.82,709,417,NA,0,12,2.63,26,5.7,58.16,784,456,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Tourais e Lajes","Tourais e Lajes","LOCAL-091235",NA,0,1,1,23,2.83,23,2.83,51.07,1594,814,NA,0,14,1.45,17,1.77,53.59,1797,963,"Seia","Guarda"
"2019-12-03 11:13:36","União das freguesias de Vide e Cabeça","Vide e Cabeça","LOCAL-091236",NA,0,1,1,8,2.34,12,3.51,51.74,661,342,NA,0,8,2.12,2,0.53,48.27,781,377,"Seia","Guarda"
"2019-12-03 11:13:36","Aldeia Nova","Aldeia Nova","LOCAL-091301",NA,0,1,1,5,3.36,2,1.34,50.34,296,149,NA,0,5,2.92,2,1.17,50.74,337,171,"Trancoso","Guarda"
"2019-12-03 11:13:36","Castanheira","Castanheira","LOCAL-091303",NA,0,1,1,1,0.96,1,0.96,60.47,172,104,NA,0,0,0,2,1.94,52.28,197,103,"Trancoso","Guarda"
"2019-12-03 11:13:36","Cogula","Cogula","LOCAL-091304",NA,0,1,1,10,9.52,4,3.81,61.76,170,105,NA,0,8,7.55,2,1.89,55.79,190,106,"Trancoso","Guarda"
"2019-12-03 11:13:36","Cótimos","Cótimos","LOCAL-091305",NA,0,1,1,0,0,1,1,57.14,175,100,NA,0,2,2.33,1,1.16,42.36,203,86,"Trancoso","Guarda"
"2019-12-03 11:13:36","Fiães","Fiães","LOCAL-091307",NA,0,1,1,5,3.79,1,0.76,52.17,253,132,NA,0,4,2.7,3,2.03,53.82,275,148,"Trancoso","Guarda"
"2019-12-03 11:13:36","Granja","Granja","LOCAL-091309",NA,0,1,1,1,1.2,0,0,45.6,182,83,NA,0,1,1.11,1,1.11,45.23,199,90,"Trancoso","Guarda"
"2019-12-03 11:13:36","Guilheiro","Guilheiro","LOCAL-091310",NA,0,1,1,2,2.22,1,1.11,56.25,160,90,NA,0,3,3.06,2,2.04,45.37,216,98,"Trancoso","Guarda"
"2019-12-03 11:13:36","Moimentinha","Moimentinha","LOCAL-091311",NA,0,1,1,4,4.44,2,2.22,44.55,202,90,NA,0,3,3.13,3,3.13,46.83,205,96,"Trancoso","Guarda"
"2019-12-03 11:13:36","Moreira de Rei","Moreira de Rei","LOCAL-091312",NA,0,1,1,1,0.49,9,4.43,38.59,526,203,NA,0,5,2.08,14,5.83,40.82,588,240,"Trancoso","Guarda"
"2019-12-03 11:13:36","Palhais","Palhais","LOCAL-091313",NA,0,1,1,1,1.18,0,0,47.75,178,85,NA,0,4,4.55,3,3.41,42.11,209,88,"Trancoso","Guarda"
"2019-12-03 11:13:36","Póvoa do Concelho","Póvoa do Concelho","LOCAL-091314",NA,0,1,1,1,0.72,4,2.9,50,276,138,NA,0,6,3.7,4,2.47,51.43,315,162,"Trancoso","Guarda"
"2019-12-03 11:13:36","Reboleiro","Reboleiro","LOCAL-091315",NA,0,1,1,4,3.36,1,0.84,54.84,217,119,NA,0,9,6.62,3,2.21,57.63,236,136,"Trancoso","Guarda"
"2019-12-03 11:13:36","Rio de Mel","Rio de Mel","LOCAL-091316",NA,0,1,1,2,1.34,6,4.03,59.6,250,149,NA,0,4,2.4,12,7.19,57.19,292,167,"Trancoso","Guarda"
"2019-12-03 11:13:36","Tamanhos","Tamanhos","LOCAL-091321",NA,0,1,1,0,0,4,3.42,47.95,244,117,NA,0,7,5.43,0,0,44.95,287,129,"Trancoso","Guarda"
"2019-12-03 11:13:36","Valdujo","Valdujo","LOCAL-091325",NA,0,1,1,2,2.2,2,2.2,43.75,208,91,NA,0,2,2.02,2,2.02,44.2,224,99,"Trancoso","Guarda"
"2019-12-03 11:13:36","União das freguesias de Freches e Torres","Freches e Torres","LOCAL-091330",NA,0,1,1,5,1.85,8,2.96,49.27,548,270,NA,0,2,0.6,10,2.99,51.38,650,334,"Trancoso","Guarda"
"2019-12-03 11:13:36","União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho","Torre do Terrenho, Sebadelhe da Serra e Terrenho","LOCAL-091331",NA,0,1,1,4,1.61,4,1.61,53.8,461,248,NA,0,5,1.92,5,1.92,48.6,537,261,"Trancoso","Guarda"
"2019-12-03 11:13:36","União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior","Trancoso (São Pedro e Santa Maria) e Souto Maior","LOCAL-091332",NA,0,1,1,54,3.14,41,2.39,55.56,3094,1719,NA,0,55,3.18,38,2.2,54.48,3172,1728,"Trancoso","Guarda"
"2019-12-03 11:13:36","União das freguesias de Vale do Seixo e Vila Garcia","Vale do Seixo e Vila Garcia","LOCAL-091333",NA,0,1,1,5,3.94,2,1.57,49.03,259,127,NA,0,1,0.65,3,1.96,49.84,307,153,"Trancoso","Guarda"
"2019-12-03 11:13:36","União das freguesias de Vila Franca das Naves e Feital","Vila Franca das Naves e Feital","LOCAL-091334",NA,0,1,1,17,3.6,13,2.75,51.03,925,472,NA,0,16,3.13,21,4.11,52.3,977,511,"Trancoso","Guarda"
"2019-12-03 11:13:36","União das freguesias de Vilares e Carnicães","Vilares e Carnicães","LOCAL-091335",NA,0,1,1,5,2.72,11,5.98,54.44,338,184,NA,0,5,2.6,6,3.13,48.73,394,192,"Trancoso","Guarda"
"2019-12-03 11:13:36","Almendra","Almendra","LOCAL-091401",NA,0,1,1,1,0.69,2,1.39,36.36,396,144,NA,0,1,0.55,4,2.21,41.14,440,181,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Castelo Melhor","Castelo Melhor","LOCAL-091402",NA,0,1,1,0,0,4,3.48,45.82,251,115,NA,0,0,0,3,2.05,49.83,293,146,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Cedovim","Cedovim","LOCAL-091403",NA,0,1,1,2,1.34,5,3.36,45.02,331,149,NA,0,3,1.78,5,2.96,45.07,375,169,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Chãs","Chãs","LOCAL-091404",NA,0,1,1,5,3.62,3,2.17,48.59,284,138,NA,0,4,2.67,2,1.33,50.51,297,150,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Custóias","Custóias","LOCAL-091405",NA,0,1,1,3,2.97,0,0,41.22,245,101,NA,0,2,1.71,0,0,40.77,287,117,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Horta","Horta","LOCAL-091407",NA,0,1,1,3,2.59,0,0,45.67,254,116,NA,0,3,2.26,1,0.75,46.02,289,133,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Muxagata","Muxagata","LOCAL-091410",NA,0,1,1,2,1.32,6,3.97,45.9,329,151,NA,0,5,2.99,4,2.4,45.01,371,167,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Numão","Numão","LOCAL-091411",NA,0,1,1,0,0,0,0,46.53,288,134,NA,0,2,1.4,2,1.4,47.35,302,143,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Santa Comba","Santa Comba","LOCAL-091412",NA,0,1,1,0,0,2,1.92,35.14,296,104,NA,0,2,1.49,2,1.49,38.29,350,134,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Sebadelhe","Sebadelhe","LOCAL-091414",NA,0,1,1,3,2.14,3,2.14,51.09,274,140,NA,0,3,1.81,8,4.82,52.87,314,166,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Seixas","Seixas","LOCAL-091415",NA,0,1,1,5,3.68,6,4.41,41.46,328,136,NA,0,4,2.56,10,6.41,40.84,382,156,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Touça","Touça","LOCAL-091416",NA,0,1,1,2,2.3,4,4.6,36.71,237,87,NA,0,7,6.54,2,1.87,42.13,254,107,"Vila Nova de Foz Côa","Guarda"
"2019-12-03 11:13:36","Freixo de Numão","Freixo de Numão","LOCAL-091418",NA,0,1,1,9,3.52,13,5.08,44.14,580,256,NA,0,5,1.72,8,2.76,45.89,632,290,"Vila Nova de Foz Côa","Guarda"
