"time","District","Party","Mandates","Percentage","validVotesPercentage","Votes"
2019-10-06 21:20:02,"Bragança","PDR",0,0.18,0.19,79
2019-10-06 21:20:02,"Bragança","PTP",0,0.18,0.19,79
2019-10-06 21:20:02,"Bragança","PPM",0,0.12,0.13,52
2019-10-06 21:20:02,"Castelo Branco","PS",1,40.86,42.96,31774
2019-10-06 21:20:02,"Castelo Branco","PPD/PSD",0,27.24,28.64,21184
2019-10-06 21:20:02,"Castelo Branco","B.E.",0,10.27,10.8,7989
2019-10-06 21:20:02,"Castelo Branco","PCP-PEV",0,4.5,4.74,3502
2019-10-06 21:20:02,"Castelo Branco","CDS-PP",0,3.75,3.95,2920
2019-10-06 21:20:02,"Castelo Branco","PAN",0,2.33,2.45,1810
2019-10-06 21:20:02,"Castelo Branco","CH",0,1.37,1.44,1068
2019-10-06 21:20:02,"Castelo Branco","L",0,0.77,0.81,600
2019-10-06 21:20:02,"Castelo Branco","A",0,0.75,0.78,580
2019-10-06 21:20:02,"Castelo Branco","PCTP/MRPP",0,0.75,0.79,587
2019-10-06 21:20:02,"Castelo Branco","R.I.R.",0,0.59,0.62,459
2019-10-06 21:20:02,"Castelo Branco","IL",0,0.53,0.55,409
2019-10-06 21:20:02,"Castelo Branco","PURP",0,0.32,0.33,246
2019-10-06 21:20:02,"Castelo Branco","PNR",0,0.29,0.3,222
2019-10-06 21:20:02,"Castelo Branco","MPT",0,0.24,0.26,189
2019-10-06 21:20:02,"Castelo Branco","PPM",0,0.22,0.23,168
2019-10-06 21:20:02,"Castelo Branco","PTP",0,0.18,0.19,137
2019-10-06 21:20:02,"Castelo Branco","PDR",0,0.14,0.15,111
2019-10-06 21:20:02,"Coimbra","PS",1,41.75,44.32,44441
2019-10-06 21:20:02,"Coimbra","PPD/PSD",0,26.23,27.85,27924
2019-10-06 21:20:02,"Coimbra","B.E.",0,10,10.61,10642
2019-10-06 21:20:02,"Coimbra","PCP-PEV",0,4.71,5,5015
2019-10-06 21:20:02,"Coimbra","CDS-PP",0,3.15,3.34,3349
2019-10-06 21:20:02,"Coimbra","PAN",0,2.31,2.45,2459
2019-10-06 21:20:02,"Coimbra","CH",0,0.98,1.04,1038
2019-10-06 21:20:02,"Coimbra","A",0,0.88,0.94,938
2019-10-06 21:20:02,"Coimbra","L",0,0.78,0.82,825
2019-10-06 21:20:02,"Coimbra","R.I.R.",0,0.69,0.73,735
2019-10-06 21:20:02,"Coimbra","IL",0,0.59,0.63,629
2019-10-06 21:20:02,"Coimbra","PCTP/MRPP",0,0.58,0.61,613
2019-10-06 21:20:02,"Coimbra","PNR",0,0.31,0.33,329
2019-10-06 21:20:02,"Coimbra","PURP",0,0.3,0.32,322
2019-10-06 21:20:02,"Coimbra","PDR",0,0.24,0.25,254
2019-10-06 21:20:02,"Coimbra","MPT",0,0.21,0.22,219
2019-10-06 21:20:02,"Coimbra","NC",0,0.19,0.2,201
2019-10-06 21:20:02,"Coimbra","PPM",0,0.12,0.13,128
2019-10-06 21:20:02,"Coimbra","MAS",0,0.11,0.12,118
2019-10-06 21:20:02,"Coimbra","JPP",0,0.08,0.08,84
2019-10-06 21:20:02,"Évora","PS",0,40.47,41.98,18508
2019-10-06 21:20:02,"Évora","PCP-PEV",0,21.8,22.61,9967
2019-10-06 21:20:02,"Évora","PPD/PSD",0,14.67,15.22,6709
2019-10-06 21:20:02,"Évora","B.E.",0,7.89,8.19,3610
2019-10-06 21:20:02,"Évora","CDS-PP",0,3.12,3.23,1426
2019-10-06 21:20:02,"Évora","CH",0,1.98,2.06,907
2019-10-06 21:20:02,"Évora","PAN",0,1.63,1.69,747
2019-10-06 21:20:02,"Évora","PCTP/MRPP",0,1.46,1.51,667
2019-10-06 21:20:02,"Évora","L",0,0.56,0.58,256
2019-10-06 21:20:02,"Évora","IL",0,0.51,0.53,233
2019-10-06 21:20:02,"Évora","A",0,0.48,0.5,220
2019-10-06 21:20:02,"Évora","R.I.R.",0,0.46,0.48,211
2019-10-06 21:20:02,"Évora","NC",0,0.44,0.46,201
2019-10-06 21:20:02,"Évora","PNR",0,0.24,0.25,110
2019-10-06 21:20:02,"Évora","PURP",0,0.18,0.19,83
2019-10-06 21:20:02,"Évora","MPT",0,0.16,0.17,73
2019-10-06 21:20:02,"Évora","PPM",0,0.15,0.16,69
2019-10-06 21:20:02,"Évora","PDR",0,0.11,0.11,49
2019-10-06 21:20:02,"Évora","PTP",0,0.1,0.1,46
2019-10-06 21:20:02,"Faro","PS",1,37.73,39.66,39818
2019-10-06 21:20:02,"Faro","PPD/PSD",0,21.86,22.99,23077
2019-10-06 21:20:02,"Faro","B.E.",0,11.78,12.39,12438
2019-10-06 21:20:02,"Faro","PCP-PEV",0,7.11,7.48,7508
2019-10-06 21:20:02,"Faro","PAN",0,4.52,4.76,4775
2019-10-06 21:20:02,"Faro","CDS-PP",0,3.8,3.99,4010
2019-10-06 21:20:02,"Faro","CH",0,2.06,2.17,2177
2019-10-06 21:20:02,"Faro","L",0,0.94,0.99,993
2019-10-06 21:20:02,"Faro","PCTP/MRPP",0,0.91,0.96,963
2019-10-06 21:20:02,"Faro","IL",0,0.78,0.82,825
2019-10-06 21:20:02,"Faro","A",0,0.7,0.74,738
2019-10-06 21:20:02,"Faro","R.I.R.",0,0.66,0.7,699
2019-10-06 21:20:02,"Faro","MPT",0,0.43,0.46,459
2019-10-06 21:20:02,"Faro","PNR",0,0.42,0.45,447
2019-10-06 21:20:02,"Faro","NC",0,0.38,0.4,404
2019-10-06 21:20:02,"Faro","PURP",0,0.3,0.32,321
2019-10-06 21:20:02,"Faro","PPM",0,0.26,0.27,272
2019-10-06 21:20:02,"Faro","PDR",0,0.23,0.24,238
2019-10-06 21:20:02,"Faro","PTP",0,0.22,0.23,230
2019-10-06 21:20:02,"Guarda","PS",0,38.3,40.5,23893
2019-10-06 21:20:02,"Guarda","PPD/PSD",0,34.77,36.77,21693
2019-10-06 21:20:02,"Guarda","B.E.",0,6.9,7.3,4307
2019-10-06 21:20:02,"Guarda","CDS-PP",0,5.08,5.38,3171
2019-10-06 21:20:02,"Guarda","PCP-PEV",0,3.04,3.22,1897
2019-10-06 21:20:02,"Guarda","CH",0,1.41,1.49,880
2019-10-06 21:20:02,"Guarda","PAN",0,1.37,1.45,856
2019-10-06 21:20:02,"Guarda","R.I.R.",0,0.63,0.67,396
2019-10-06 21:20:02,"Guarda","IL",0,0.52,0.55,323
2019-10-06 21:20:02,"Guarda","PCTP/MRPP",0,0.48,0.51,298
2019-10-06 21:20:02,"Guarda","A",0,0.46,0.48,286
2019-10-06 21:20:02,"Guarda","L",0,0.41,0.43,254
2019-10-06 21:20:02,"Guarda","PTP",0,0.24,0.26,151
2019-10-06 21:20:02,"Guarda","PNR",0,0.2,0.21,125
2019-10-06 21:20:02,"Guarda","PURP",0,0.2,0.21,126
2019-10-06 21:20:02,"Guarda","MPT",0,0.16,0.17,98
2019-10-06 21:20:02,"Guarda","NC",0,0.15,0.16,95
2019-10-06 21:20:02,"Guarda","PDR",0,0.13,0.13,79
2019-10-06 21:20:02,"Guarda","PPM",0,0.11,0.11,66
2019-10-06 21:20:02,"Leiria","PPD/PSD",1,37.48,40,38121
2019-10-06 21:20:02,"Leiria","PS",0,29.36,31.33,29857
2019-10-06 21:20:02,"Leiria","B.E.",0,7.95,8.49,8088
2019-10-06 21:20:02,"Leiria","CDS-PP",0,5.91,6.31,6009
2019-10-06 21:20:02,"Leiria","PCP-PEV",0,3.1,3.3,3149
2019-10-06 21:20:02,"Leiria","PAN",0,2.54,2.71,2581
2019-10-06 21:20:02,"Leiria","CH",0,1.5,1.61,1530
2019-10-06 21:20:02,"Leiria","A",0,0.91,0.97,927
2019-10-06 21:20:02,"Leiria","IL",0,0.83,0.89,844
2019-10-06 21:20:02,"Leiria","L",0,0.78,0.83,792
2019-10-06 21:20:02,"Leiria","R.I.R.",0,0.78,0.83,794
2019-10-06 21:20:02,"Leiria","PCTP/MRPP",0,0.69,0.74,705
2019-10-06 21:20:02,"Leiria","MPT",0,0.28,0.3,287
2019-10-06 21:20:02,"Leiria","PNR",0,0.28,0.3,288
2019-10-06 21:20:02,"Leiria","PDR",0,0.26,0.28,269
2019-10-06 21:20:02,"Leiria","NC",0,0.25,0.26,251
2019-10-06 21:20:02,"Leiria","PPM",0,0.24,0.26,244
2019-10-06 21:20:02,"Leiria","PURP",0,0.21,0.22,214
2019-10-06 21:20:02,"Leiria","PTP",0,0.17,0.18,168
2019-10-06 21:20:02,"Leiria","JPP",0,0.12,0.12,118
2019-10-06 21:20:02,"Leiria","MAS",0,0.06,0.07,66
2019-10-06 21:20:02,"Lisboa","PS",0,38.13,40.15,23898
2019-10-06 21:20:02,"Lisboa","PPD/PSD",0,25.45,26.8,15950
2019-10-06 21:20:02,"Lisboa","B.E.",0,8.48,8.93,5317
2019-10-06 21:20:02,"Lisboa","PCP-PEV",0,6.48,6.82,4061
2019-10-06 21:20:02,"Lisboa","CDS-PP",0,4.01,4.22,2514
2019-10-06 21:20:02,"Lisboa","PAN",0,3.45,3.63,2160
2019-10-06 21:20:02,"Lisboa","CH",0,2.1,2.22,1319
2019-10-06 21:20:02,"Lisboa","L",0,1.14,1.2,713
2019-10-06 21:20:02,"Lisboa","IL",0,1.13,1.19,708
2019-10-06 21:20:02,"Lisboa","A",0,1.06,1.12,664
2019-10-06 21:20:02,"Lisboa","PCTP/MRPP",0,0.98,1.03,612
2019-10-06 21:20:02,"Lisboa","R.I.R.",0,0.68,0.72,427
2019-10-06 21:20:02,"Lisboa","PNR",0,0.42,0.45,265
2019-10-06 21:20:02,"Lisboa","PDR",0,0.3,0.32,190
2019-10-06 21:20:02,"Lisboa","MPT",0,0.27,0.29,172
2019-10-06 21:20:02,"Lisboa","NC",0,0.22,0.23,139
2019-10-06 21:20:02,"Lisboa","PPM",0,0.22,0.23,136
2019-10-06 21:20:02,"Lisboa","PURP",0,0.16,0.17,103
2019-10-06 21:20:02,"Lisboa","MAS",0,0.15,0.16,93
2019-10-06 21:20:02,"Lisboa","PTP",0,0.13,0.14,83
2019-10-06 21:20:02,"Madeira","PPD/PSD",1,37.8,38.69,36720
2019-10-06 21:20:02,"Madeira","PS",1,32.59,33.36,31659
2019-10-06 21:20:02,"Madeira","JPP",0,6.44,6.59,6257
2019-10-06 21:20:02,"Madeira","CDS-PP",0,6.17,6.31,5993
2019-10-06 21:20:02,"Madeira","B.E.",0,4.87,4.98,4730
2019-10-06 21:20:02,"Madeira","PCP-PEV",0,1.8,1.84,1751
2019-10-06 21:20:02,"Madeira","PAN",0,1.65,1.69,1600
2019-10-06 21:20:02,"Madeira","PTP",0,0.9,0.92,873
2019-10-06 21:20:02,"Madeira","R.I.R.",0,0.87,0.9,850
2019-10-06 21:20:02,"Madeira","PURP",0,0.8,0.82,776
2019-10-06 21:20:02,"Madeira","CH",0,0.68,0.7,663
2019-10-06 21:20:02,"Madeira","IL",0,0.63,0.64,608
2019-10-06 21:20:02,"Madeira","PCTP/MRPP",0,0.61,0.62,591
2019-10-06 21:20:02,"Madeira","A",0,0.44,0.45,423
2019-10-06 21:20:02,"Madeira","L",0,0.36,0.37,347
2019-10-06 21:20:02,"Madeira","MPT",0,0.35,0.36,342
2019-10-06 21:20:02,"Madeira","PDR",0,0.3,0.3,289
2019-10-06 21:20:02,"Madeira","PNR",0,0.16,0.17,159
2019-10-06 21:20:02,"Madeira","NC",0,0.15,0.15,142
2019-10-06 21:20:02,"Madeira","PPM",0,0.14,0.15,138
2019-10-06 21:20:02,"Portalegre","PS",0,45.55,47.48,16175
2019-10-06 21:20:02,"Portalegre","PPD/PSD",0,18.82,19.62,6685
2019-10-06 21:20:02,"Portalegre","PCP-PEV",0,11.42,11.9,4055
2019-10-06 21:20:02,"Portalegre","B.E.",0,7.9,8.24,2806
2019-10-06 21:20:02,"Portalegre","CDS-PP",0,3.95,4.12,1404
2019-10-06 21:20:02,"Portalegre","CH",0,2.62,2.73,931
2019-10-06 21:20:02,"Portalegre","PAN",0,1.59,1.66,565
2019-10-06 21:20:02,"Portalegre","PCTP/MRPP",0,1.29,1.34,457
2019-10-06 21:20:02,"Portalegre","L",0,0.54,0.56,192
2019-10-06 21:20:02,"Portalegre","A",0,0.46,0.48,165
2019-10-06 21:20:02,"Portalegre","IL",0,0.43,0.45,154
2019-10-06 21:20:02,"Portalegre","R.I.R.",0,0.42,0.44,149
2019-10-06 21:20:02,"Portalegre","PNR",0,0.3,0.31,107
2019-10-06 21:20:02,"Portalegre","PURP",0,0.21,0.22,76
2019-10-06 21:20:02,"Portalegre","MPT",0,0.17,0.18,60
2019-10-06 21:20:02,"Portalegre","PTP",0,0.13,0.14,46
2019-10-06 21:20:02,"Portalegre","PDR",0,0.12,0.12,41
2019-10-06 21:20:02,"Porto","PS",3,39.34,41.06,104715
2019-10-06 21:20:02,"Porto","PPD/PSD",2,32.3,33.71,85973
2019-10-06 21:20:02,"Porto","B.E.",0,7.98,8.33,21245
2019-10-06 21:20:02,"Porto","PCP-PEV",0,3.84,4.01,10235
2019-10-06 21:20:02,"Porto","CDS-PP",0,3.51,3.66,9347
2019-10-06 21:20:02,"Porto","PAN",0,2.56,2.67,6822
2019-10-06 21:20:02,"Porto","R.I.R.",0,1.96,2.04,5211
2019-10-06 21:20:02,"Porto","IL",0,0.76,0.79,2027
2019-10-06 21:20:02,"Porto","L",0,0.68,0.71,1816
2019-10-06 21:20:02,"Porto","PCTP/MRPP",0,0.6,0.62,1592
2019-10-06 21:20:02,"Porto","CH",0,0.59,0.62,1582
2019-10-06 21:20:02,"Porto","A",0,0.34,0.36,910
2019-10-06 21:20:02,"Porto","PURP",0,0.21,0.22,553
2019-10-06 21:20:02,"Porto","PNR",0,0.2,0.21,529
2019-10-06 21:20:02,"Porto","PTP",0,0.2,0.2,520
2019-10-06 21:20:02,"Porto","MPT",0,0.17,0.18,460
2019-10-06 21:20:02,"Porto","PDR",0,0.16,0.17,427
2019-10-06 21:20:02,"Porto","NC",0,0.14,0.15,374
2019-10-06 21:20:02,"Porto","JPP",0,0.12,0.13,324
2019-10-06 21:20:02,"Porto","PPM",0,0.09,0.09,229
2019-10-06 21:20:02,"Porto","MAS",0,0.06,0.06,161
2019-10-06 21:20:02,"Santarém","PS",1,39.82,41.84,51030
2019-10-06 21:20:02,"Santarém","PPD/PSD",0,22.75,23.9,29152
2019-10-06 21:20:02,"Santarém","B.E.",0,10.55,11.08,13518
2019-10-06 21:20:02,"Santarém","PCP-PEV",0,7.57,7.96,9708
2019-10-06 21:20:02,"Santarém","CDS-PP",0,4.26,4.47,5457
2019-10-06 21:20:02,"Santarém","PAN",0,2.5,2.63,3204
2019-10-06 21:20:02,"Santarém","CH",0,1.99,2.09,2552
2019-10-06 21:20:02,"Santarém","L",0,0.83,0.88,1069
2019-10-06 21:20:02,"Santarém","A",0,0.77,0.81,992
2019-10-06 21:20:02,"Santarém","PCTP/MRPP",0,0.77,0.81,987
2019-10-06 21:20:02,"Santarém","IL",0,0.71,0.74,908
2019-10-06 21:20:02,"Santarém","R.I.R.",0,0.64,0.68,824
2019-10-06 21:20:02,"Santarém","NC",0,0.41,0.43,524
2019-10-06 21:20:02,"Santarém","PNR",0,0.39,0.41,500
2019-10-06 21:20:02,"Santarém","PDR",0,0.32,0.33,406
2019-10-06 21:20:02,"Santarém","MPT",0,0.26,0.27,328
2019-10-06 21:20:02,"Santarém","PPM",0,0.25,0.26,317
2019-10-06 21:20:02,"Santarém","PURP",0,0.25,0.26,323
2019-10-06 21:20:02,"Santarém","PTP",0,0.13,0.14,172
2019-10-06 21:20:02,"Setúbal","PS",0,38.55,40.11,14250
2019-10-06 21:20:02,"Setúbal","PCP-PEV",0,19.51,20.3,7213
2019-10-06 21:20:02,"Setúbal","PPD/PSD",0,13.71,14.26,5068
2019-10-06 21:20:02,"Setúbal","B.E.",0,10.62,11.05,3927
2019-10-06 21:20:02,"Setúbal","PAN",0,3.21,3.34,1185
2019-10-06 21:20:02,"Setúbal","CDS-PP",0,3.07,3.19,1134
2019-10-06 21:20:02,"Setúbal","CH",0,1.57,1.63,579
2019-10-06 21:20:02,"Setúbal","PCTP/MRPP",0,1.27,1.32,469
2019-10-06 21:20:02,"Setúbal","L",0,0.87,0.91,323
2019-10-06 21:20:02,"Setúbal","IL",0,0.73,0.76,271
2019-10-06 21:20:02,"Setúbal","R.I.R.",0,0.67,0.7,249
2019-10-06 21:20:02,"Setúbal","A",0,0.55,0.57,203
2019-10-06 21:20:02,"Setúbal","PNR",0,0.34,0.36,127
2019-10-06 21:20:02,"Setúbal","PDR",0,0.31,0.32,114
2019-10-06 21:20:02,"Setúbal","MPT",0,0.23,0.24,84
2019-10-06 21:20:02,"Setúbal","NC",0,0.23,0.24,86
2019-10-06 21:20:02,"Setúbal","PURP",0,0.23,0.24,85
2019-10-06 21:20:02,"Setúbal","PPM",0,0.22,0.23,81
2019-10-06 21:20:02,"Setúbal","PTP",0,0.12,0.13,46
2019-10-06 21:20:02,"Setúbal","MAS",0,0.1,0.1,36
2019-10-06 21:20:02,"Viana do Castelo","PS",1,35.44,37.22,34097
2019-10-06 21:20:02,"Viana do Castelo","PPD/PSD",1,35.4,37.19,34067
2019-10-06 21:20:02,"Viana do Castelo","B.E.",0,7.5,7.88,7219
2019-10-06 21:20:02,"Viana do Castelo","CDS-PP",0,6.29,6.61,6057
2019-10-06 21:20:02,"Viana do Castelo","PCP-PEV",0,2.97,3.12,2856
2019-10-06 21:20:02,"Viana do Castelo","PAN",0,2.16,2.27,2083
2019-10-06 21:20:02,"Viana do Castelo","R.I.R.",0,0.91,0.96,877
2019-10-06 21:20:02,"Viana do Castelo","CH",0,0.68,0.72,657
2019-10-06 21:20:02,"Viana do Castelo","L",0,0.54,0.57,520
2019-10-06 21:20:02,"Viana do Castelo","IL",0,0.52,0.55,503
2019-10-06 21:20:02,"Viana do Castelo","PCTP/MRPP",0,0.51,0.54,494
2019-10-06 21:20:02,"Viana do Castelo","A",0,0.48,0.51,465
2019-10-06 21:20:02,"Viana do Castelo","JPP",0,0.38,0.4,366
2019-10-06 21:20:02,"Viana do Castelo","PNR",0,0.25,0.26,236
2019-10-06 21:20:02,"Viana do Castelo","PDR",0,0.24,0.26,234
2019-10-06 21:20:02,"Viana do Castelo","NC",0,0.2,0.21,196
2019-10-06 21:20:02,"Viana do Castelo","PPM",0,0.18,0.19,175
2019-10-06 21:20:02,"Viana do Castelo","MPT",0,0.17,0.18,168
2019-10-06 21:20:02,"Viana do Castelo","PTP",0,0.17,0.18,166
2019-10-06 21:20:02,"Viana do Castelo","PURP",0,0.17,0.18,162
2019-10-06 21:20:02,"Vila Real","PPD/PSD",1,39.85,41.8,28456
2019-10-06 21:20:02,"Vila Real","PS",1,37.87,39.72,27041
2019-10-06 21:20:02,"Vila Real","B.E.",0,5.24,5.5,3744
2019-10-06 21:20:02,"Vila Real","CDS-PP",0,4.73,4.96,3375
2019-10-06 21:20:02,"Vila Real","PCP-PEV",0,2.13,2.23,1521
2019-10-06 21:20:02,"Vila Real","PAN",0,1.43,1.5,1021
2019-10-06 21:20:02,"Vila Real","CH",0,0.71,0.74,504
2019-10-06 21:20:02,"Vila Real","R.I.R.",0,0.67,0.7,477
2019-10-06 21:20:02,"Vila Real","A",0,0.62,0.66,446
2019-10-06 21:20:02,"Vila Real","PCTP/MRPP",0,0.61,0.64,439
2019-10-06 21:20:02,"Vila Real","L",0,0.42,0.44,301
2019-10-06 21:20:02,"Vila Real","IL",0,0.35,0.36,247
2019-10-06 21:20:02,"Vila Real","PPM",0,0.2,0.21,143
2019-10-06 21:20:02,"Vila Real","PDR",0,0.18,0.19,131
2019-10-06 21:20:02,"Vila Real","NC",0,0.17,0.18,121
2019-10-06 21:20:02,"Vila Real","PNR",0,0.16,0.16,112
2019-10-06 21:20:02,"Viseu","PPD/PSD",2,36.34,38.2,56195
2019-10-06 21:20:02,"Viseu","PS",2,35.78,37.61,55335
2019-10-06 21:20:02,"Viseu","B.E.",0,7.51,7.89,11606
2019-10-06 21:20:02,"Viseu","CDS-PP",0,5.96,6.27,9222
2019-10-06 21:20:02,"Viseu","PCP-PEV",0,2.24,2.36,3469
2019-10-06 21:20:02,"Viseu","PAN",0,2.02,2.12,3117
2019-10-06 21:20:02,"Viseu","CH",0,0.97,1.02,1504
2019-10-06 21:20:02,"Viseu","R.I.R.",0,0.78,0.82,1204
2019-10-06 21:20:02,"Viseu","A",0,0.68,0.71,1048
2019-10-06 21:20:02,"Viseu","PCTP/MRPP",0,0.53,0.56,817
2019-10-06 21:20:02,"Viseu","IL",0,0.5,0.53,774
2019-10-06 21:20:02,"Viseu","L",0,0.46,0.49,714
2019-10-06 21:20:02,"Viseu","PDR",0,0.26,0.27,404
2019-10-06 21:20:02,"Viseu","PPM",0,0.21,0.22,321
2019-10-06 21:20:02,"Viseu","PURP",0,0.2,0.21,313
2019-10-06 21:20:02,"Viseu","PNR",0,0.18,0.19,280
2019-10-06 21:20:02,"Viseu","NC",0,0.17,0.18,267
2019-10-06 21:20:02,"Viseu","PTP",0,0.15,0.15,227
2019-10-06 21:20:02,"Viseu","MPT",0,0.14,0.15,220
2019-10-06 21:20:02,"Viseu","JPP",0,0.06,0.06,86
2019-10-06 21:25:02,"Território Nacional","PS",21,37.33,39.19,801807
2019-10-06 21:25:02,"Território Nacional","PPD/PSD",14,30.71,32.24,659633
2019-10-06 21:25:02,"Território Nacional","B.E.",0,8.43,8.85,181128
2019-10-06 21:25:02,"Território Nacional","PCP-PEV",1,5.36,5.63,115176
2019-10-06 21:25:02,"Território Nacional","CDS-PP",0,4.6,4.83,98864
2019-10-06 21:25:02,"Território Nacional","PAN",0,2.42,2.54,51956
2019-10-06 21:25:02,"Território Nacional","CH",0,1.13,1.19,24310
2019-10-06 21:25:02,"Território Nacional","R.I.R.",0,0.84,0.88,18078
2019-10-06 21:25:02,"Território Nacional","PCTP/MRPP",0,0.68,0.71,14622
2019-10-06 21:25:02,"Território Nacional","IL",0,0.67,0.7,14420
2019-10-06 21:25:02,"Território Nacional","L",0,0.66,0.69,14143
2019-10-06 21:25:02,"Território Nacional","A",0,0.59,0.62,12681
2019-10-06 21:25:02,"Território Nacional","JPP",0,0.36,0.37,7670
2019-10-06 21:25:02,"Território Nacional","PNR",0,0.25,0.26,5378
2019-10-06 21:25:02,"Território Nacional","MPT",0,0.21,0.23,4607
2019-10-06 21:25:02,"Território Nacional","PDR",0,0.21,0.22,4405
2019-10-06 21:25:02,"Território Nacional","PURP",0,0.21,0.22,4595
2019-10-06 21:25:02,"Território Nacional","NC",0,0.2,0.22,4403
2019-10-06 21:25:02,"Território Nacional","PTP",0,0.18,0.19,3807
2019-10-06 21:25:02,"Território Nacional","PPM",0,0.16,0.17,3487
2019-10-06 21:25:02,"Território Nacional","MAS",0,0.04,0.04,865
2019-10-06 21:25:02,"Açores","PS",0,41.69,44.7,19828
2019-10-06 21:25:02,"Açores","PPD/PSD",0,29.75,31.89,14146
2019-10-06 21:25:02,"Açores","B.E.",0,7.18,7.7,3415
2019-10-06 21:25:02,"Açores","CDS-PP",0,4.94,5.3,2349
2019-10-06 21:25:02,"Açores","PAN",0,2.42,2.59,1149
2019-10-06 21:25:02,"Açores","PCP-PEV",0,2.31,2.48,1099
2019-10-06 21:25:02,"Açores","CH",0,0.84,0.9,400
2019-10-06 21:25:02,"Açores","L",0,0.7,0.75,334
2019-10-06 21:25:02,"Açores","A",0,0.67,0.71,317
2019-10-06 21:25:02,"Açores","PCTP/MRPP",0,0.61,0.65,290
2019-10-06 21:25:02,"Açores","IL",0,0.55,0.59,260
2019-10-06 21:25:02,"Açores","PPM",0,0.53,0.57,252
2019-10-06 21:25:02,"Açores","MPT",0,0.38,0.41,183
2019-10-06 21:25:02,"Açores","PNR",0,0.3,0.32,144
2019-10-06 21:25:02,"Açores","PTP",0,0.16,0.17,76
2019-10-06 21:25:02,"Açores","MAS",0,0.14,0.15,68
2019-10-06 21:25:02,"Açores","PDR",0,0.11,0.12,52
2019-10-06 21:25:02,"Aveiro","PPD/PSD",1,35.16,36.99,52277
2019-10-06 21:25:02,"Aveiro","PS",1,32.66,34.35,48548
2019-10-06 21:25:02,"Aveiro","B.E.",0,9.15,9.62,13604
2019-10-06 21:25:02,"Aveiro","CDS-PP",0,7.23,7.61,10755
2019-10-06 21:25:02,"Aveiro","PAN",0,2.77,2.91,4117
2019-10-06 21:25:02,"Aveiro","PCP-PEV",0,2.55,2.68,3792
2019-10-06 21:25:02,"Aveiro","R.I.R.",0,0.86,0.91,1284
2019-10-06 21:25:02,"Aveiro","IL",0,0.82,0.87,1226
2019-10-06 21:25:02,"Aveiro","CH",0,0.81,0.86,1210
2019-10-06 21:25:02,"Aveiro","A",0,0.64,0.67,946
2019-10-06 21:25:02,"Aveiro","L",0,0.59,0.62,876
2019-10-06 21:25:02,"Aveiro","PCTP/MRPP",0,0.51,0.53,756
2019-10-06 21:25:02,"Aveiro","PNR",0,0.2,0.21,291
2019-10-06 21:25:02,"Aveiro","PURP",0,0.2,0.22,304
2019-10-06 21:25:02,"Aveiro","PDR",0,0.19,0.2,283
2019-10-06 21:25:02,"Aveiro","MPT",0,0.18,0.19,264
2019-10-06 21:25:02,"Aveiro","NC",0,0.17,0.18,255
2019-10-06 21:25:02,"Aveiro","PTP",0,0.16,0.17,245
2019-10-06 21:25:02,"Aveiro","PPM",0,0.13,0.14,192
2019-10-06 21:25:02,"Aveiro","JPP",0,0.08,0.08,120
2019-10-06 21:25:02,"Beja","PS",2,40.71,42.33,26161
2019-10-06 21:25:02,"Beja","PCP-PEV",1,22.8,23.71,14655
2019-10-06 21:25:02,"Beja","PPD/PSD",0,13.29,13.82,8544
2019-10-06 21:25:02,"Beja","B.E.",0,9.08,9.44,5833
2019-10-06 21:25:02,"Beja","CDS-PP",0,2.3,2.39,1480
2019-10-06 21:25:02,"Beja","CH",0,2.04,2.12,1313
2019-10-06 21:25:02,"Beja","PAN",0,1.97,2.05,1269
2019-10-06 21:25:02,"Beja","PCTP/MRPP",0,1.35,1.4,865
2019-10-06 21:25:02,"Beja","L",0,0.62,0.64,397
2019-10-06 21:25:02,"Beja","IL",0,0.43,0.45,279
2019-10-06 21:25:02,"Beja","A",0,0.39,0.41,252
2019-10-06 21:25:02,"Beja","PNR",0,0.31,0.32,200
2019-10-06 21:25:02,"Beja","MPT",0,0.26,0.27,169
2019-10-06 21:25:02,"Beja","NC",0,0.18,0.19,118
2019-10-06 21:25:02,"Beja","PDR",0,0.16,0.16,101
2019-10-06 21:25:02,"Beja","PPM",0,0.15,0.15,95
2019-10-06 21:25:02,"Beja","PTP",0,0.11,0.12,73
2019-10-06 21:25:02,"Braga","PS",4,37.39,39.3,116862
2019-10-06 21:25:02,"Braga","PPD/PSD",3,34.32,36.07,107263
2019-10-06 21:25:02,"Braga","B.E.",0,8.23,8.65,25721
2019-10-06 21:25:02,"Braga","CDS-PP",0,4.15,4.36,12961
2019-10-06 21:25:02,"Braga","PCP-PEV",0,3.74,3.94,11704
2019-10-06 21:25:02,"Braga","PAN",0,2.37,2.5,7422
2019-10-06 21:25:02,"Braga","R.I.R.",0,0.78,0.82,2439
2019-10-06 21:25:02,"Braga","IL",0,0.73,0.77,2285
2019-10-06 21:25:02,"Braga","CH",0,0.64,0.68,2009
2019-10-06 21:25:02,"Braga","L",0,0.61,0.64,1917
2019-10-06 21:25:02,"Braga","PCTP/MRPP",0,0.5,0.52,1548
2019-10-06 21:25:02,"Braga","A",0,0.45,0.47,1402
2019-10-06 21:25:02,"Braga","MPT",0,0.21,0.22,657
2019-10-06 21:25:02,"Braga","NC",0,0.21,0.22,667
2019-10-06 21:25:02,"Braga","PNR",0,0.17,0.18,545
