"time","territoryFullName","territoryName","territoryKey","totalMandates","availableMandates","numParishes","numParishesApproved","blankVotes","blankVotesPercentage","nullVotes","nullVotesPercentage","votersPercentage","subscribedVoters","totalVoters","pre.totalMandates","pre.availableMandates","pre.blankVotes","pre.blankVotesPercentage","pre.nullVotes","pre.nullVotesPercentage","pre.votersPercentage","pre.subscribedVoters","pre.totalVoters"
"2019-10-06 21:35:01","Viseu","Viseu","LOCAL-180000",4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,5,0,3759,2.19,3266,1.9,50.88,337268,171598
"2019-10-06 21:40:02","Território Nacional","Território Nacional","LOCAL-500000",61,165,3092,2793,77713,2.76,54199,1.92,53.06,5311774,2818615,71,0,65007,2.16,51130,1.7,55.26,5445510,3009182
"2019-10-06 21:40:02","Açores","Açores","LOCAL-400000",1,4,156,133,3076,4.93,1000,1.6,35.98,173284,62351,2,0,2349,3.34,1219,1.73,40.87,172204,70372
"2019-10-06 21:40:02","Aveiro","Aveiro","LOCAL-010000",4,12,147,110,6258,3.08,3786,1.87,53.94,376266,202947,4,0,5413,2.53,3678,1.72,55.89,383284,214215
"2019-10-06 21:40:02","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 21:40:02","Braga","Braga","LOCAL-030000",10,9,347,319,11506,3.08,6589,1.76,59.73,625247,373460,11,0,8455,2.21,4861,1.27,59.93,637513,382083
"2019-10-06 21:40:02","Bragança","Bragança","LOCAL-040000",0,3,226,219,941,1.99,1101,2.33,44.71,105645,47230,0,0,876,1.66,1051,1.99,47.02,112240,52770
"2019-10-06 21:40:02","Castelo Branco","Castelo Branco","LOCAL-050000",1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,2,0,1957,2.01,2044,2.1,57.4,169613,97365
"2019-10-06 21:40:02","Coimbra","Coimbra","LOCAL-060000",3,6,155,144,5421,3.48,3172,2.04,52.85,294388,155576,4,0,4662,2.75,2959,1.74,55.6,305189,169683
"2019-10-06 21:40:02","Évora","Évora","LOCAL-070000",0,3,69,66,1366,2.23,868,1.42,54.18,112972,61205,0,0,1138,1.62,905,1.29,59.94,117227,70269
"2019-10-06 21:40:02","Faro","Faro","LOCAL-080000",3,6,67,63,4260,2.88,2643,1.79,45.85,322247,147740,4,0,3705,2.27,2631,1.61,51.29,318340,163264
"2019-10-06 21:40:02","Guarda","Guarda","LOCAL-090000",3,0,242,241,2006,2.63,2041,2.68,50.52,150754,76154,4,0,1673,1.97,1972,2.32,52.23,162652,84953
"2019-10-06 21:40:02","Leiria","Leiria","LOCAL-100000",2,8,110,92,5554,3.76,3581,2.43,53.76,274523,147597,3,0,4595,2.89,3264,2.05,55.92,284246,158961
"2019-10-06 21:40:02","Lisboa","Lisboa","LOCAL-110000",2,46,134,55,4499,2.52,2900,1.63,58.66,303871,178259,2,0,3944,2.13,2873,1.55,61.18,302073,184801
"2019-10-06 21:40:02","Madeira","Madeira","LOCAL-300000",2,4,54,50,515,0.53,1728,1.78,49.94,194547,97154,1,0,746,0.8,2705,2.88,48.32,194069,93778
"2019-10-06 21:40:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,68,1162,2.31,977,1.94,53.04,94919,50348,2,0,1118,1.93,879,1.51,58.24,99631,58029
"2019-10-06 21:40:02","Porto","Porto","LOCAL-130000",7,33,243,182,8269,2.35,6477,1.84,57.04,617542,352238,7,0,6645,1.83,5432,1.5,58.58,619592,362982
"2019-10-06 21:40:02","Santarém","Santarém","LOCAL-140000",3,6,141,136,5147,2.95,3416,1.96,54.76,318065,174182,4,0,4301,2.24,3386,1.76,58.1,330516,192023
"2019-10-06 21:40:02","Setúbal","Setúbal","LOCAL-150000",1,17,55,28,2239,2.34,1527,1.6,53.56,178498,95605,0,0,1801,1.77,1587,1.56,58.21,174789,101741
"2019-10-06 21:40:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",2,4,208,203,3189,3.01,1885,1.78,49.73,213183,106012,3,0,2844,2.54,1877,1.68,49.78,224997,111998
"2019-10-06 21:40:02","Vila Real","Vila Real","LOCAL-170000",2,3,197,183,1749,2.23,1923,2.45,44.81,175274,78532,2,0,1475,1.69,1600,1.84,47.27,184125,87032
"2019-10-06 21:40:02","Viseu","Viseu","LOCAL-180000",4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,5,0,3759,2.19,3266,1.9,50.88,337268,171598
"2019-10-06 21:45:02","Território Nacional","Território Nacional","LOCAL-500000",64,162,3092,2836,82039,2.75,56955,1.91,53.14,5611377,2981877,77,0,68798,2.16,53887,1.7,55.36,5741235,3178415
"2019-10-06 21:45:02","Açores","Açores","LOCAL-400000",2,3,156,141,3402,4.87,1145,1.64,36.09,193624,69876,2,0,2618,3.32,1357,1.72,41.04,192317,78921
"2019-10-06 21:45:02","Aveiro","Aveiro","LOCAL-010000",4,12,147,114,6612,3.06,4008,1.85,53.93,400722,216128,5,0,5782,2.54,3909,1.71,55.87,408206,228064
"2019-10-06 21:45:02","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 21:45:02","Braga","Braga","LOCAL-030000",10,9,347,319,11506,3.08,6589,1.76,59.73,625247,373460,11,0,8455,2.21,4861,1.27,59.93,637513,382083
"2019-10-06 21:45:02","Bragança","Bragança","LOCAL-040000",0,3,226,220,945,1.99,1106,2.33,44.62,106353,47460,0,0,877,1.66,1060,2,46.89,112976,52975
"2019-10-06 21:45:02","Castelo Branco","Castelo Branco","LOCAL-050000",1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,2,0,1957,2.01,2044,2.1,57.4,169613,97365
"2019-10-06 21:45:02","Coimbra","Coimbra","LOCAL-060000",3,6,155,144,5421,3.48,3172,2.04,52.85,294388,155576,4,0,4662,2.75,2959,1.74,55.6,305189,169683
"2019-10-06 21:45:02","Évora","Évora","LOCAL-070000",0,3,69,67,1385,2.24,882,1.43,54.17,113909,61700,0,0,1148,1.62,909,1.28,59.93,118226,70854
"2019-10-06 21:45:02","Faro","Faro","LOCAL-080000",3,6,67,63,4260,2.88,2643,1.79,45.85,322247,147740,4,0,3705,2.27,2631,1.61,51.29,318340,163264
"2019-10-06 21:45:02","Guarda","Guarda","LOCAL-090000",3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,4,0,1689,1.98,1987,2.32,52.29,163462,85469
"2019-10-06 21:45:02","Leiria","Leiria","LOCAL-100000",2,8,110,92,5554,3.76,3581,2.43,53.76,274523,147597,3,0,4595,2.89,3264,2.05,55.92,284246,158961
"2019-10-06 21:45:02","Lisboa","Lisboa","LOCAL-110000",2,46,134,57,4739,2.52,3036,1.62,58.45,321401,187854,2,0,4127,2.11,3034,1.55,61.06,319568,195141
"2019-10-06 21:45:02","Madeira","Madeira","LOCAL-300000",2,4,54,51,524,0.53,1743,1.77,49.84,197764,98571,1,0,758,0.8,2728,2.87,48.24,197052,95066
"2019-10-06 21:45:02","Portalegre","Portalegre","LOCAL-120000",2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,2,0,1130,1.92,896,1.52,58.31,101189,59004
"2019-10-06 21:45:02","Porto","Porto","LOCAL-130000",9,31,243,196,9541,2.35,7524,1.85,57.21,709332,405786,10,0,7734,1.85,6310,1.51,58.78,711591,418292
"2019-10-06 21:45:02","Santarém","Santarém","LOCAL-140000",3,6,141,136,5147,2.95,3416,1.96,54.76,318065,174182,4,0,4301,2.24,3386,1.76,58.1,330516,192023
"2019-10-06 21:45:02","Setúbal","Setúbal","LOCAL-150000",1,17,55,28,2239,2.34,1527,1.6,53.56,178498,95605,0,0,1801,1.77,1587,1.56,58.21,174789,101741
"2019-10-06 21:45:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",4,2,208,205,3557,2.97,2134,1.78,50.53,237377,119940,6,0,3185,2.52,2091,1.65,50.68,249490,126432
"2019-10-06 21:45:02","Vila Real","Vila Real","LOCAL-170000",2,3,197,188,1808,2.22,1985,2.44,44.82,181546,81364,2,0,1534,1.7,1666,1.84,47.36,190783,90346
"2019-10-06 21:45:02","Viseu","Viseu","LOCAL-180000",4,4,277,273,4839,2.78,3597,2.07,51.04,340875,173982,6,0,4106,2.2,3541,1.9,51.21,364336,186588
"2019-10-06 21:50:01","Território Nacional","Território Nacional","LOCAL-500000",68,158,3092,2867,85394,2.73,59461,1.9,53.26,5873053,3127876,80,0,71849,2.16,56311,1.69,55.51,6002947,3332015
"2019-10-06 21:50:01","Açores","Açores","LOCAL-400000",2,3,156,143,3433,4.85,1155,1.63,36.12,196018,70806,2,0,2637,3.3,1380,1.73,41.05,194650,79909
"2019-10-06 21:50:01","Aveiro","Aveiro","LOCAL-010000",4,12,147,117,6890,3.03,4213,1.85,54.09,419998,227182,6,0,6002,2.5,4109,1.71,56.03,427897,239738
"2019-10-06 21:50:01","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 21:50:01","Braga","Braga","LOCAL-030000",10,9,347,327,11859,3.1,6791,1.77,59.79,640737,383094,11,0,8700,2.22,5000,1.28,60.01,653441,392146
"2019-10-06 21:50:01","Bragança","Bragança","LOCAL-040000",0,3,226,220,945,1.99,1106,2.33,44.62,106353,47460,0,0,877,1.66,1060,2,46.89,112976,52975
"2019-10-06 21:50:01","Castelo Branco","Castelo Branco","LOCAL-050000",1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,2,0,1957,2.01,2044,2.1,57.4,169613,97365
"2019-10-06 21:50:01","Coimbra","Coimbra","LOCAL-060000",3,6,155,150,5837,3.46,3380,2,52.73,320177,168819,4,0,5006,2.72,3140,1.71,55.44,331500,183783
"2019-10-06 21:50:01","Évora","Évora","LOCAL-070000",0,3,69,68,1438,2.24,914,1.43,54.24,118211,64113,0,0,1202,1.63,934,1.27,59.93,122953,73691
"2019-10-06 21:50:01","Faro","Faro","LOCAL-080000",3,6,67,63,4260,2.88,2643,1.79,45.85,322247,147740,4,0,3705,2.27,2631,1.61,51.29,318340,163264
"2019-10-06 21:50:01","Guarda","Guarda","LOCAL-090000",3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,4,0,1689,1.98,1987,2.32,52.29,163462,85469
"2019-10-06 21:50:01","Leiria","Leiria","LOCAL-100000",3,7,110,100,6231,3.7,4121,2.45,54.14,310750,168236,4,0,5240,2.89,3699,2.04,56.35,321229,181028
"2019-10-06 21:50:01","Lisboa","Lisboa","LOCAL-110000",3,45,134,68,6637,2.52,4228,1.61,58.27,451654,263196,4,0,5782,2.11,4234,1.55,61.1,447684,273556
"2019-10-06 21:50:01","Madeira","Madeira","LOCAL-300000",2,4,54,52,599,0.54,1994,1.78,50.11,223114,111803,1,0,859,0.8,3125,2.9,48.6,221905,107842
"2019-10-06 21:50:01","Portalegre","Portalegre","LOCAL-120000",2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,2,0,1130,1.92,896,1.52,58.31,101189,59004
"2019-10-06 21:50:01","Porto","Porto","LOCAL-130000",10,30,243,203,10359,2.35,8021,1.82,56.96,772463,440008,11,0,8427,1.86,6819,1.5,58.61,773267,453244
"2019-10-06 21:50:01","Santarém","Santarém","LOCAL-140000",5,4,141,139,5593,2.94,3743,1.97,54.44,349757,190395,4,0,4724,2.25,3700,1.76,57.87,362621,209832
"2019-10-06 21:50:01","Setúbal","Setúbal","LOCAL-150000",1,17,55,30,2735,2.26,1919,1.59,53.25,226963,120858,1,0,2276,1.77,1955,1.52,57.83,222938,128914
"2019-10-06 21:50:01","Viana do Castelo","Viana do Castelo","LOCAL-160000",4,2,208,205,3557,2.97,2134,1.78,50.53,237377,119940,6,0,3185,2.52,2091,1.65,50.68,249490,126432
"2019-10-06 21:50:01","Vila Real","Vila Real","LOCAL-170000",2,3,197,192,1891,2.24,2058,2.44,44.79,188112,84261,3,0,1587,1.7,1730,1.85,47.33,197712,93570
"2019-10-06 21:50:01","Viseu","Viseu","LOCAL-180000",4,4,277,273,4839,2.78,3597,2.07,51.04,340875,173982,6,0,4106,2.2,3541,1.9,51.21,364336,186588
"2019-10-06 21:55:01","Território Nacional","Território Nacional","LOCAL-500000",68,158,3092,2867,85394,2.73,59461,1.9,53.26,5873053,3127876,80,0,71849,2.16,56311,1.69,55.51,6002947,3332015
"2019-10-06 21:55:01","Açores","Açores","LOCAL-400000",2,3,156,143,3433,4.85,1155,1.63,36.12,196018,70806,2,0,2637,3.3,1380,1.73,41.05,194650,79909
"2019-10-06 21:55:01","Aveiro","Aveiro","LOCAL-010000",4,12,147,118,6950,3.04,4244,1.85,54.08,423402,228957,6,0,6056,2.51,4144,1.71,56.02,431366,241667
"2019-10-06 21:55:01","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 21:55:01","Braga","Braga","LOCAL-030000",10,9,347,327,11859,3.1,6791,1.77,59.79,640737,383094,11,0,8700,2.22,5000,1.28,60.01,653441,392146
"2019-10-06 21:55:01","Bragança","Bragança","LOCAL-040000",1,2,226,222,1169,2.05,1297,2.27,44.6,127926,57060,1,0,1068,1.7,1252,1.99,46.92,133988,62871
"2019-10-06 21:55:01","Castelo Branco","Castelo Branco","LOCAL-050000",1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,2,0,1957,2.01,2044,2.1,57.4,169613,97365
"2019-10-06 21:55:01","Coimbra","Coimbra","LOCAL-060000",3,6,155,151,5868,3.46,3405,2.01,52.73,322032,169797,4,0,5039,2.73,3152,1.71,55.44,333455,184862
"2019-10-06 21:55:01","Évora","Évora","LOCAL-070000",0,3,69,68,1438,2.24,914,1.43,54.24,118211,64113,0,0,1202,1.63,934,1.27,59.93,122953,73691
"2019-10-06 21:55:01","Faro","Faro","LOCAL-080000",3,6,67,64,4353,2.88,2710,1.79,45.92,329658,151378,5,0,3774,2.26,2691,1.61,51.4,325471,167279
"2019-10-06 21:55:01","Guarda","Guarda","LOCAL-090000",3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,4,0,1689,1.98,1987,2.32,52.29,163462,85469
"2019-10-06 21:55:01","Leiria","Leiria","LOCAL-100000",4,6,110,102,6478,3.65,4234,2.39,54.08,328103,177428,4,0,5520,2.9,3843,2.02,56.41,337961,190648
"2019-10-06 21:55:01","Lisboa","Lisboa","LOCAL-110000",3,45,134,71,6952,2.49,4472,1.6,57.97,482104,279457,4,0,6086,2.1,4481,1.54,60.85,477411,290498
"2019-10-06 21:55:01","Madeira","Madeira","LOCAL-300000",2,4,54,52,599,0.54,1994,1.78,50.11,223114,111803,1,0,859,0.8,3125,2.9,48.6,221905,107842
"2019-10-06 21:55:01","Portalegre","Portalegre","LOCAL-120000",2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,2,0,1130,1.92,896,1.52,58.31,101189,59004
"2019-10-06 21:55:01","Porto","Porto","LOCAL-130000",12,28,243,209,11428,2.34,8946,1.83,57.2,854610,488828,12,0,9431,1.87,7620,1.51,58.97,853588,503334
"2019-10-06 21:55:01","Santarém","Santarém","LOCAL-140000",5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,9,0,5077,2.26,3905,1.74,57.94,388035,224839
"2019-10-06 21:55:01","Setúbal","Setúbal","LOCAL-150000",1,17,55,28,2239,2.34,1527,1.6,53.56,178498,95605,0,0,1801,1.77,1587,1.56,58.21,174789,101741
"2019-10-06 21:55:01","Viana do Castelo","Viana do Castelo","LOCAL-160000",4,2,208,205,3557,2.97,2134,1.78,50.53,237377,119940,6,0,3185,2.52,2091,1.65,50.68,249490,126432
"2019-10-06 21:55:01","Vila Real","Vila Real","LOCAL-170000",2,3,197,192,1870,2.24,2066,2.47,44.75,186681,83547,2,0,1575,1.7,1724,1.86,47.24,196339,92741
"2019-10-06 21:55:01","Viseu","Viseu","LOCAL-180000",4,4,277,276,4903,2.79,3640,2.07,51.06,343954,175627,6,0,4166,2.21,3584,1.9,51.26,367642,188454
"2019-10-06 22:00:02","Território Nacional","Território Nacional","LOCAL-500000",82,144,3092,2907,89944,2.7,62742,1.88,53.42,6236911,3331663,97,0,75966,2.14,59548,1.68,55.71,6366306,3546649
"2019-10-06 22:00:02","Açores","Açores","LOCAL-400000",2,3,156,147,3583,4.78,1229,1.64,36.25,206711,74932,2,0,2776,3.28,1448,1.71,41.13,205517,84523
"2019-10-06 22:00:02","Aveiro","Aveiro","LOCAL-010000",4,12,147,120,7020,3.02,4307,1.85,54.13,429478,232474,6,0,6114,2.49,4219,1.72,56.04,437418,245111
"2019-10-06 22:00:02","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 22:00:02","Braga","Braga","LOCAL-030000",11,8,347,329,11923,3.1,6827,1.77,59.82,643944,385196,11,0,8741,2.22,5028,1.27,60.06,656706,394400
"2019-10-06 22:00:02","Bragança","Bragança","LOCAL-040000",1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1,0,1074,1.7,1265,2,46.9,134747,63194
"2019-10-06 22:00:02","Castelo Branco","Castelo Branco","LOCAL-050000",4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,4,0,2091,2.01,2167,2.08,57.46,181378,104223
"2019-10-06 22:00:02","Coimbra","Coimbra","LOCAL-060000",3,6,155,151,5868,3.46,3405,2.01,52.73,322032,169797,4,0,5039,2.73,3152,1.71,55.44,333455,184862
"2019-10-06 22:00:02","Évora","Évora","LOCAL-070000",3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,3,0,1421,1.68,1079,1.28,59.9,141258,84617
"2019-10-06 22:00:02","Faro","Faro","LOCAL-080000",3,6,67,64,4353,2.88,2710,1.79,45.92,329658,151378,5,0,3774,2.26,2691,1.61,51.4,325471,167279
"2019-10-06 22:00:02","Guarda","Guarda","LOCAL-090000",3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,4,0,1689,1.98,1987,2.32,52.29,163462,85469
"2019-10-06 22:00:02","Leiria","Leiria","LOCAL-100000",4,6,110,105,6802,3.64,4424,2.37,53.63,348260,186761,4,0,5750,2.86,4026,2,56.06,358553,200999
"2019-10-06 22:00:02","Lisboa","Lisboa","LOCAL-110000",4,44,134,76,7425,2.45,4736,1.56,58.06,521425,302721,5,0,6588,2.08,4772,1.51,60.94,519291,316479
"2019-10-06 22:00:02","Madeira","Madeira","LOCAL-300000",2,4,54,53,625,0.54,2064,1.77,50.28,231627,116469,2,0,902,0.8,3255,2.89,48.78,230528,112456
"2019-10-06 22:00:02","Portalegre","Portalegre","LOCAL-120000",2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,2,0,1130,1.92,896,1.52,58.31,101189,59004
"2019-10-06 22:00:02","Porto","Porto","LOCAL-130000",14,26,243,217,13357,2.34,10372,1.82,57.45,994232,571173,17,0,11137,1.9,8876,1.51,59.21,991352,586966
"2019-10-06 22:00:02","Santarém","Santarém","LOCAL-140000",5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,9,0,5077,2.26,3905,1.74,57.94,388035,224839
"2019-10-06 22:00:02","Setúbal","Setúbal","LOCAL-150000",1,17,55,31,3148,2.15,2254,1.54,54.16,270421,146456,2,0,2673,1.7,2344,1.49,58.51,268474,157088
"2019-10-06 22:00:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",6,0,208,208,3617,2.97,2184,1.79,50.6,240917,121898,6,0,3228,2.51,2141,1.67,50.74,253219,128488
"2019-10-06 22:00:02","Vila Real","Vila Real","LOCAL-170000",2,3,197,194,2237,2.26,2352,2.38,45.77,215918,98834,5,0,1892,1.74,1931,1.78,48.3,225161,108749
"2019-10-06 22:00:02","Viseu","Viseu","LOCAL-180000",8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,9,0,4235,2.22,3632,1.9,51.28,371931,190712
"2019-10-06 22:05:02","Território Nacional","Território Nacional","LOCAL-500000",87,139,3092,2920,91832,2.7,64131,1.88,53.41,6375085,3405153,107,0,77689,2.14,60847,1.68,55.7,6506255,3624076
"2019-10-06 22:05:02","Açores","Açores","LOCAL-400000",2,3,156,147,3583,4.78,1229,1.64,36.25,206711,74932,2,0,2776,3.28,1448,1.71,41.13,205517,84523
"2019-10-06 22:05:02","Aveiro","Aveiro","LOCAL-010000",5,11,147,121,7282,3.05,4415,1.85,53.9,443403,238980,6,0,6345,2.52,4326,1.72,55.81,451203,251832
"2019-10-06 22:05:02","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 22:05:02","Braga","Braga","LOCAL-030000",11,8,347,330,12094,3.09,6945,1.77,59.77,655075,391515,11,0,8894,2.22,5144,1.28,60,667756,400649
"2019-10-06 22:05:02","Bragança","Bragança","LOCAL-040000",1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1,0,1074,1.7,1265,2,46.9,134747,63194
"2019-10-06 22:05:02","Castelo Branco","Castelo Branco","LOCAL-050000",4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,4,0,2091,2.01,2167,2.08,57.46,181378,104223
"2019-10-06 22:05:02","Coimbra","Coimbra","LOCAL-060000",3,6,155,152,5896,3.45,3432,2.01,52.73,324469,171077,4,0,5064,2.72,3171,1.7,55.43,335983,186241
"2019-10-06 22:05:02","Évora","Évora","LOCAL-070000",3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,3,0,1421,1.68,1079,1.28,59.9,141258,84617
"2019-10-06 22:05:02","Faro","Faro","LOCAL-080000",3,6,67,64,4353,2.88,2710,1.79,45.92,329658,151378,5,0,3774,2.26,2691,1.61,51.4,325471,167279
"2019-10-06 22:05:02","Guarda","Guarda","LOCAL-090000",3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,4,0,1689,1.98,1987,2.32,52.29,163462,85469
"2019-10-06 22:05:02","Leiria","Leiria","LOCAL-100000",4,6,110,108,7041,3.61,4602,2.36,53.41,364681,194787,6,0,5973,2.85,4194,2,55.85,375399,209660
"2019-10-06 22:05:02","Lisboa","Lisboa","LOCAL-110000",5,43,134,81,8173,2.41,5307,1.57,57.69,586951,338599,8,0,7262,2.04,5364,1.51,60.74,585053,355384
"2019-10-06 22:05:02","Madeira","Madeira","LOCAL-300000",6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,6,0,1018,0.81,3597,2.88,48.9,255821,125104
"2019-10-06 22:05:02","Portalegre","Portalegre","LOCAL-120000",2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,2,0,1130,1.92,896,1.52,58.31,101189,59004
"2019-10-06 22:05:02","Porto","Porto","LOCAL-130000",15,25,243,222,14046,2.35,10788,1.8,57.58,1039820,598684,17,0,11776,1.92,9297,1.51,59.33,1036268,614862
"2019-10-06 22:05:02","Santarém","Santarém","LOCAL-140000",5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,9,0,5077,2.26,3905,1.74,57.94,388035,224839
"2019-10-06 22:05:02","Setúbal","Setúbal","LOCAL-150000",2,16,55,32,3641,2.14,2687,1.58,54.48,312912,170464,3,0,3133,1.72,2803,1.54,58.91,309789,182498
"2019-10-06 22:05:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",6,0,208,208,3617,2.97,2184,1.79,50.6,240917,121898,6,0,3228,2.51,2141,1.67,50.74,253219,128488
"2019-10-06 22:05:02","Vila Real","Vila Real","LOCAL-170000",2,3,197,195,2241,2.26,2361,2.38,45.74,216808,99161,5,0,1899,1.74,1940,1.78,48.25,226112,109096
"2019-10-06 22:05:02","Viseu","Viseu","LOCAL-180000",8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,9,0,4235,2.22,3632,1.9,51.28,371931,190712
"2019-10-06 22:10:01","Território Nacional","Território Nacional","LOCAL-500000",96,130,3092,2936,94450,2.68,66099,1.87,53.42,6604621,3528307,115,0,80150,2.14,62968,1.68,55.75,6729631,3751991
"2019-10-06 22:10:01","Açores","Açores","LOCAL-400000",2,3,156,153,3824,4.75,1317,1.64,36.4,221158,80503,2,0,2964,3.27,1526,1.69,41.18,219764,90509
"2019-10-06 22:10:01","Aveiro","Aveiro","LOCAL-010000",5,11,147,121,7282,3.05,4415,1.85,53.9,443403,238980,6,0,6345,2.52,4326,1.72,55.81,451203,251832
"2019-10-06 22:10:01","Beja","Beja","LOCAL-020000",3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,3,0,1230,1.65,1132,1.52,57.77,128926,74485
"2019-10-06 22:10:01","Braga","Braga","LOCAL-030000",12,7,347,333,13009,3.08,7335,1.73,59.66,709130,423050,13,0,9630,2.23,5533,1.28,60.02,720296,432291
"2019-10-06 22:10:01","Bragança","Bragança","LOCAL-040000",1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1,0,1074,1.7,1265,2,46.9,134747,63194
"2019-10-06 22:10:01","Castelo Branco","Castelo Branco","LOCAL-050000",4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,4,0,2091,2.01,2167,2.08,57.46,181378,104223
"2019-10-06 22:10:01","Coimbra","Coimbra","LOCAL-060000",3,6,155,152,5896,3.45,3432,2.01,52.73,324469,171077,4,0,5064,2.72,3171,1.7,55.43,335983,186241
"2019-10-06 22:10:01","Évora","Évora","LOCAL-070000",3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,3,0,1421,1.68,1079,1.28,59.9,141258,84617
"2019-10-06 22:10:01","Faro","Faro","LOCAL-080000",6,3,67,66,4837,2.83,3038,1.78,45.76,373593,170974,6,0,4232,2.24,3038,1.61,51.3,367573,188561
"2019-10-06 22:10:01","Guarda","Guarda","LOCAL-090000",3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,4,0,1689,1.98,1987,2.32,52.29,163462,85469
"2019-10-06 22:10:01","Leiria","Leiria","LOCAL-100000",4,6,110,108,7041,3.61,4602,2.36,53.41,364681,194787,6,0,5973,2.85,4194,2,55.85,375399,209660
"2019-10-06 22:10:01","Lisboa","Lisboa","LOCAL-110000",5,43,134,81,8173,2.41,5307,1.57,57.69,586951,338599,8,0,7262,2.04,5364,1.51,60.74,585053,355384
"2019-10-06 22:10:01","Madeira","Madeira","LOCAL-300000",6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,6,0,1018,0.81,3597,2.88,48.9,255821,125104
"2019-10-06 22:10:01","Portalegre","Portalegre","LOCAL-120000",2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,2,0,1130,1.92,896,1.52,58.31,101189,59004
"2019-10-06 22:10:01","Porto","Porto","LOCAL-130000",16,24,243,223,14608,2.34,11079,1.77,57.67,1083606,624887,19,0,12328,1.92,9619,1.5,59.45,1079901,642021
"2019-10-06 22:10:01","Santarém","Santarém","LOCAL-140000",5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,9,0,5077,2.26,3905,1.74,57.94,388035,224839
"2019-10-06 22:10:01","Setúbal","Setúbal","LOCAL-150000",2,16,55,34,4197,2.14,3108,1.58,54.79,358401,196379,4,0,3657,1.75,3221,1.54,59.21,352532,208734
"2019-10-06 22:10:01","Viana do Castelo","Viana do Castelo","LOCAL-160000",6,0,208,208,3617,2.97,2184,1.79,50.6,240917,121898,6,0,3228,2.51,2141,1.67,50.74,253219,128488
"2019-10-06 22:10:01","Vila Real","Vila Real","LOCAL-170000",5,0,197,197,2257,2.25,2397,2.39,45.76,219087,100260,5,0,1919,1.74,1960,1.78,48.26,228497,110273
